,0
155609,-16.0
155610,-14.0
155611,-19.0
155612,-9.0
155613,-15.0
155614,-8.0
155615,-8.0
155616,-6.0
155617,2.0
155618,1.0
155619,4.0
155620,-2.0
155621,-1.0
155622,-2.0
155623,-4.0
155624,-6.0
155625,-6.0
155626,-12.0
155627,-15.0
155628,-26.0
155629,-25.0
155630,-25.0
155631,-22.0
155632,-26.0
155633,-22.0
155634,-12.0
155635,29.0
155636,110.0
155637,151.0
155638,78.0
155639,-26.0
155640,-65.0
155641,-47.0
155642,-40.0
155643,-20.0
155644,-22.0
155645,-20.0
155646,-20.0
155647,-18.0
155648,-15.0
155649,-14.0
155650,-15.0
155651,-12.0
155652,-13.0
155653,-3.0
155654,-8.0
155655,0.0
155656,0.0
155657,1.0
155658,4.0
155659,11.0
155660,12.0
155661,17.0
155662,20.0
155663,22.0
155664,26.0
155665,30.0
155666,30.0
155667,32.0
155668,26.0
155669,30.0
155670,22.0
155671,15.0
155672,4.0
155673,0.0
155674,-5.0
155675,-5.0
155676,-15.0
155677,-12.0
155678,-19.0
155679,-16.0
155680,-15.0
155681,-16.0
155682,-13.0
155683,-11.0
155684,-14.0
155685,-12.0
155686,-13.0
155687,-10.0
155688,-12.0
155689,-12.0
155690,-15.0
155691,-7.0
155692,-10.0
155693,-12.0
155694,-11.0
155695,-12.0
155696,-8.0
155697,-6.0
155698,-10.0
155699,-11.0
155700,-10.0
155701,-13.0
155702,-11.0
155703,-12.0
155704,-12.0
155705,-12.0
155706,-12.0
155707,-4.0
155708,0.0
155709,3.0
155710,4.0
155711,8.0
155712,7.0
155713,5.0
155714,0.0
155715,0.0
155716,0.0
155717,-5.0
155718,-10.0
155719,-16.0
155720,-19.0
155721,-24.0
155722,-19.0
155723,-22.0
155724,-14.0
155725,-21.0
155726,-3.0
155727,47.0
155728,124.0
155729,144.0
155730,71.0
155731,-30.0
155732,-57.0
155733,-36.0
155734,-22.0
155735,-16.0
155736,-18.0
155737,-18.0
155738,-17.0
155739,-13.0
155740,-15.0
155741,-9.0
155742,-7.0
155743,-7.0
155744,-4.0
155745,-4.0
155746,1.0
155747,1.0
155748,2.0
155749,6.0
155750,8.0
155751,15.0
155752,20.0
155753,24.0
155754,26.0
155755,31.0
155756,25.0
155757,37.0
155758,33.0
155759,34.0
155760,27.0
155761,25.0
155762,22.0
155763,21.0
155764,10.0
155765,3.0
155766,-2.0
155767,-7.0
155768,-7.0
155769,-13.0
155770,-12.0
155771,-12.0
155772,-12.0
155773,-12.0
155774,-8.0
155775,-12.0
155776,-12.0
155777,-13.0
155778,-14.0
155779,-9.0
155780,-10.0
155781,-8.0
155782,-10.0
155783,-10.0
155784,-8.0
155785,-5.0
155786,-6.0
155787,-8.0
155788,-9.0
155789,-14.0
155790,-10.0
155791,-12.0
155792,-3.0
155793,-13.0
155794,-6.0
155795,-11.0
155796,-5.0
155797,-9.0
155798,-9.0
155799,-11.0
155800,-11.0
155801,-10.0
155802,-10.0
155803,-12.0
155804,-10.0
155805,-3.0
155806,0.0
155807,11.0
155808,11.0
155809,9.0
155810,11.0
155811,5.0
155812,-1.0
155813,-1.0
155814,-1.0
155815,-3.0
155816,-14.0
155817,-19.0
155818,-19.0
155819,-17.0
155820,-18.0
155821,-18.0
155822,-19.0
155823,-15.0
155824,7.0
155825,79.0
155826,142.0
155827,117.0
155828,7.0
155829,-59.0
155830,-46.0
155831,-22.0
155832,-18.0
155833,-14.0
155834,-16.0
155835,-12.0
155836,-12.0
155837,-14.0
155838,-10.0
155839,-11.0
155840,-6.0
155841,-8.0
155842,-1.0
155843,-2.0
155844,2.0
155845,3.0
155846,9.0
155847,9.0
155848,15.0
155849,16.0
155850,21.0
155851,25.0
155852,27.0
155853,27.0
155854,29.0
155855,27.0
155856,29.0
155857,29.0
155858,31.0
155859,27.0
155860,23.0
155861,12.0
155862,12.0
155863,3.0
155864,0.0
155865,-4.0
155866,-5.0
155867,-8.0
155868,-9.0
155869,-13.0
155870,-10.0
155871,-7.0
155872,-9.0
155873,-6.0
155874,-7.0
155875,-7.0
155876,-9.0
155877,-6.0
155878,-8.0
155879,-4.0
155880,-8.0
155881,-6.0
155882,-7.0
155883,-6.0
155884,-8.0
155885,-4.0
155886,-6.0
155887,-7.0
155888,-10.0
155889,-7.0
155890,-6.0
155891,-7.0
155892,-9.0
155893,-6.0
155894,-12.0
155895,-6.0
155896,-10.0
155897,-6.0
155898,-11.0
155899,-9.0
155900,-11.0
155901,-8.0
155902,-9.0
155903,-9.0
155904,-12.0
155905,-12.0
155906,-8.0
155907,-7.0
155908,-9.0
155909,-9.0
155910,-12.0
155911,-11.0
155912,-11.0
155913,-12.0
155914,-5.0
155915,0.0
155916,-3.0
155917,8.0
155918,5.0
155919,7.0
155920,1.0
155921,0.0
155922,-5.0
155923,-2.0
155924,-3.0
155925,-8.0
155926,-15.0
155927,-21.0
155928,-22.0
155929,-21.0
155930,-22.0
155931,-21.0
155932,-24.0
155933,-14.0
155934,23.0
155935,115.0
155936,150.0
155937,85.0
155938,-3.0
155939,-37.0
155940,-32.0
155941,-24.0
155942,-22.0
155943,-19.0
155944,-19.0
155945,-18.0
155946,-20.0
155947,-17.0
155948,-20.0
155949,-13.0
155950,-15.0
155951,-10.0
155952,-9.0
155953,-11.0
155954,-2.0
155955,-3.0
155956,-2.0
155957,0.0
155958,4.0
155959,5.0
155960,11.0
155961,12.0
155962,15.0
155963,19.0
155964,21.0
155965,26.0
155966,25.0
155967,19.0
155968,22.0
155969,17.0
155970,16.0
155971,5.0
155972,2.0
155973,-6.0
155974,-7.0
155975,-13.0
155976,-11.0
155977,-17.0
155978,-17.0
155979,-19.0
155980,-20.0
155981,-18.0
155982,-17.0
155983,-16.0
155984,-14.0
155985,-18.0
155986,-12.0
155987,-15.0
155988,-11.0
155989,-15.0
155990,-12.0
155991,-13.0
155992,-11.0
155993,-15.0
155994,-11.0
155995,-11.0
155996,-13.0
155997,-12.0
155998,-13.0
155999,-11.0
156000,-14.0
156001,-13.0
156002,-11.0
156003,-8.0
156004,-12.0
156005,-12.0
156006,-15.0
156007,-14.0
156008,-12.0
156009,-11.0
156010,-12.0
156011,-12.0
156012,-13.0
156013,-11.0
156014,-12.0
156015,-9.0
156016,-16.0
156017,-6.0
156018,-5.0
156019,3.0
156020,7.0
156021,6.0
156022,7.0
156023,6.0
156024,0.0
156025,-3.0
156026,-1.0
156027,-5.0
156028,-9.0
156029,-14.0
156030,-17.0
156031,-20.0
156032,-23.0
156033,-20.0
156034,-16.0
156035,-18.0
156036,-15.0
156037,25.0
156038,121.0
156039,172.0
156040,92.0
156041,-11.0
156042,-53.0
156043,-36.0
156044,-23.0
156045,-21.0
156046,-18.0
156047,-17.0
156048,-17.0
156049,-13.0
156050,-15.0
156051,-8.0
156052,-10.0
156053,-8.0
156054,-8.0
156055,-2.0
156056,-6.0
156057,3.0
156058,4.0
156059,7.0
156060,8.0
156061,12.0
156062,15.0
156063,24.0
156064,24.0
156065,27.0
156066,30.0
156067,35.0
156068,33.0
156069,37.0
156070,35.0
156071,32.0
156072,27.0
156073,20.0
156074,15.0
156075,12.0
156076,3.0
156077,0.0
156078,-5.0
156079,-13.0
156080,-8.0
156081,-8.0
156082,-10.0
156083,-12.0
156084,-9.0
156085,-14.0
156086,-9.0
156087,-12.0
156088,-7.0
156089,-12.0
156090,-9.0
156091,-12.0
156092,-7.0
156093,-6.0
156094,-8.0
156095,-7.0
156096,-8.0
156097,-8.0
156098,-8.0
156099,-6.0
156100,-6.0
156101,-9.0
156102,-8.0
156103,-11.0
156104,-7.0
156105,-10.0
156106,-6.0
156107,-12.0
156108,-6.0
156109,-12.0
156110,-5.0
156111,-8.0
156112,-8.0
156113,-11.0
156114,-11.0
156115,-10.0
156116,-8.0
156117,-6.0
156118,-10.0
156119,-8.0
156120,-6.0
156121,5.0
156122,4.0
156123,11.0
156124,13.0
156125,6.0
156126,9.0
156127,9.0
156128,3.0
156129,2.0
156130,1.0
156131,-2.0
156132,-8.0
156133,-11.0
156134,-15.0
156135,-15.0
156136,-14.0
156137,-14.0
156138,-18.0
156139,-13.0
156140,-1.0
156141,82.0
156142,153.0
156143,139.0
156144,27.0
156145,-40.0
156146,-44.0
156147,-23.0
156148,-16.0
156149,-14.0
156150,-12.0
156151,-12.0
156152,-14.0
156153,-10.0
156154,-7.0
156155,-11.0
156156,-8.0
156157,-5.0
156158,-3.0
156159,-2.0
156160,-3.0
156161,-18.0
156162,-21.0
156163,-13.0
156164,-19.0
156165,-8.0
156166,-6.0
156167,1.0
156168,12.0
156169,31.0
156170,29.0
156171,20.0
156172,3.0
156173,-1.0
156174,-12.0
156175,-12.0
156176,-21.0
156177,-23.0
156178,-26.0
156179,-30.0
156180,-25.0
156181,-31.0
156182,-21.0
156183,-31.0
156184,-23.0
156185,-23.0
156186,-34.0
156187,-35.0
156188,50.0
156189,169.0
156190,247.0
156191,131.0
156192,-78.0
156193,-118.0
156194,-76.0
156195,-48.0
156196,-26.0
156197,-30.0
156198,-39.0
156199,-8.0
156200,10.0
156201,-24.0
156202,-34.0
156203,-39.0
156204,-36.0
156205,-20.0
156206,-23.0
156207,-6.0
156208,-20.0
156209,14.0
156210,23.0
156211,-13.0
156212,10.0
156213,-15.0
156214,-14.0
156215,8.0
156216,19.0
156217,15.0
156218,26.0
156219,40.0
156220,56.0
156221,56.0
156222,52.0
156223,37.0
156224,46.0
156225,57.0
156226,53.0
156227,61.0
156228,69.0
156229,42.0
156230,17.0
156231,3.0
156232,-10.0
156233,-8.0
156234,-18.0
156235,32.0
156236,37.0
156237,-24.0
156238,-17.0
156239,-21.0
156240,-32.0
156241,-24.0
156242,-13.0
156243,-6.0
156244,-8.0
156245,1.0
156246,-19.0
156247,61.0
156248,-2.0
156249,-31.0
156250,-18.0
156251,-25.0
156252,-25.0
156253,-24.0
156254,-17.0
156255,-7.0
156256,-14.0
156257,-2.0
156258,-7.0
156259,12.0
156260,6.0
156261,-34.0
156262,-35.0
156263,-7.0
156264,17.0
156265,-4.0
156266,32.0
156267,54.0
156268,1.0
156269,-15.0
156270,0.0
156271,2.0
156272,0.0
156273,-36.0
156274,-6.0
156275,-28.0
156276,-36.0
156277,-34.0
156278,-51.0
156279,-39.0
156280,10.0
156281,-30.0
156282,-46.0
156283,-35.0
156284,-43.0
156285,-41.0
156286,59.0
156287,176.0
156288,257.0
156289,92.0
156290,-113.0
156291,-109.0
156292,-71.0
156293,-63.0
156294,-34.0
156295,-18.0
156296,-17.0
156297,-37.0
156298,-41.0
156299,-36.0
156300,-41.0
156301,-34.0
156302,-25.0
156303,-18.0
156304,-19.0
156305,-14.0
156306,-9.0
156307,-6.0
156308,-9.0
156309,-13.0
156310,-2.0
156311,-1.0
156312,2.0
156313,-2.0
156314,13.0
156315,8.0
156316,13.0
156317,32.0
156318,36.0
156319,42.0
156320,48.0
156321,46.0
156322,45.0
156323,51.0
156324,53.0
156325,51.0
156326,42.0
156327,34.0
156328,20.0
156329,7.0
156330,-1.0
156331,-2.0
156332,-13.0
156333,-17.0
156334,-13.0
156335,-10.0
156336,-14.0
156337,-4.0
156338,-4.0
156339,-18.0
156340,-13.0
156341,-8.0
156342,-10.0
156343,-8.0
156344,-10.0
156345,-12.0
156346,-10.0
156347,0.0
156348,-6.0
156349,-8.0
156350,-14.0
156351,-10.0
156352,-8.0
156353,-9.0
156354,-10.0
156355,-13.0
156356,-14.0
156357,-15.0
156358,-12.0
156359,-1.0
156360,4.0
156361,10.0
156362,18.0
156363,21.0
156364,12.0
156365,19.0
156366,18.0
156367,3.0
156368,-2.0
156369,-26.0
156370,-29.0
156371,-28.0
156372,-29.0
156373,-28.0
156374,-28.0
156375,-37.0
156376,-36.0
156377,-24.0
156378,-25.0
156379,-24.0
156380,-32.0
156381,-34.0
156382,36.0
156383,130.0
156384,225.0
156385,109.0
156386,-91.0
156387,-139.0
156388,-98.0
156389,-50.0
156390,-32.0
156391,-26.0
156392,-30.0
156393,-31.0
156394,-20.0
156395,-24.0
156396,-21.0
156397,-21.0
156398,-21.0
156399,-23.0
156400,-23.0
156401,-17.0
156402,-18.0
156403,-12.0
156404,-10.0
156405,-6.0
156406,-7.0
156407,-2.0
156408,7.0
156409,3.0
156410,15.0
156411,10.0
156412,23.0
156413,34.0
156414,29.0
156415,43.0
156416,50.0
156417,58.0
156418,57.0
156419,62.0
156420,59.0
156421,48.0
156422,50.0
156423,34.0
156424,30.0
156425,17.0
156426,1.0
156427,-2.0
156428,-2.0
156429,-3.0
156430,-8.0
156431,-9.0
156432,-10.0
156433,-8.0
156434,-10.0
156435,-8.0
156436,-4.0
156437,-4.0
156438,-6.0
156439,-8.0
156440,-18.0
156441,-12.0
156442,-2.0
156443,1.0
156444,-18.0
156445,-2.0
156446,-8.0
156447,-9.0
156448,-9.0
156449,-7.0
156450,-3.0
156451,-6.0
156452,-8.0
156453,-1.0
156454,8.0
156455,6.0
156456,12.0
156457,24.0
156458,23.0
156459,25.0
156460,20.0
156461,13.0
156462,-6.0
156463,-10.0
156464,-17.0
156465,-17.0
156466,-20.0
156467,-28.0
156468,-28.0
156469,-32.0
156470,-21.0
156471,-23.0
156472,-30.0
156473,-19.0
156474,-25.0
156475,-51.0
156476,-19.0
156477,91.0
156478,183.0
156479,217.0
156480,-8.0
156481,-131.0
156482,-102.0
156483,-57.0
156484,-29.0
156485,-25.0
156486,-24.0
156487,-24.0
156488,-21.0
156489,-24.0
156490,-28.0
156491,-17.0
156492,-9.0
156493,-8.0
156494,-9.0
156495,-9.0
156496,-8.0
156497,-12.0
156498,-6.0
156499,0.0
156500,1.0
156501,4.0
156502,4.0
156503,14.0
156504,18.0
156505,26.0
156506,30.0
156507,34.0
156508,31.0
156509,39.0
156510,50.0
156511,46.0
156512,61.0
156513,63.0
156514,63.0
156515,61.0
156516,53.0
156517,45.0
156518,31.0
156519,25.0
156520,13.0
156521,4.0
156522,6.0
156523,-2.0
156524,0.0
156525,-6.0
156526,-2.0
156527,-3.0
156528,-1.0
156529,-1.0
156530,-3.0
156531,-10.0
156532,-12.0
156533,1.0
156534,-2.0
156535,-6.0
156536,-4.0
156537,-4.0
156538,-1.0
156539,0.0
156540,1.0
156541,-2.0
156542,-3.0
156543,-10.0
156544,-4.0
156545,-3.0
156546,-2.0
156547,1.0
156548,1.0
156549,10.0
156550,28.0
156551,34.0
156552,21.0
156553,31.0
156554,20.0
156555,7.0
156556,-4.0
156557,-8.0
156558,-20.0
156559,-25.0
156560,-17.0
156561,-28.0
156562,-31.0
156563,-28.0
156564,-20.0
156565,-20.0
156566,-23.0
156567,-21.0
156568,-32.0
156569,-19.0
156570,59.0
156571,157.0
156572,190.0
156573,46.0
156574,-104.0
156575,-113.0
156576,-68.0
156577,-34.0
156578,-26.0
156579,-24.0
156580,-19.0
156581,-26.0
156582,-24.0
156583,-13.0
156584,-15.0
156585,-19.0
156586,-14.0
156587,-7.0
156588,-7.0
156589,-6.0
156590,-4.0
156591,2.0
156592,-10.0
156593,3.0
156594,8.0
156595,7.0
156596,14.0
156597,12.0
156598,18.0
156599,23.0
156600,35.0
156601,37.0
156602,41.0
156603,39.0
156604,51.0
156605,57.0
156606,57.0
156607,61.0
156608,57.0
156609,52.0
156610,47.0
156611,35.0
156612,23.0
156613,19.0
156614,6.0
156615,4.0
156616,-6.0
156617,0.0
156618,2.0
156619,-7.0
156620,-4.0
156621,-10.0
156622,-2.0
156623,-9.0
156624,-6.0
156625,-3.0
156626,-3.0
156627,-1.0
156628,-6.0
156629,-2.0
156630,-6.0
156631,-9.0
156632,-9.0
156633,-8.0
156634,-4.0
156635,-8.0
156636,-9.0
156637,-2.0
156638,7.0
156639,8.0
156640,17.0
156641,23.0
156642,28.0
156643,18.0
156644,13.0
156645,8.0
156646,1.0
156647,-13.0
156648,-12.0
156649,-21.0
156650,-28.0
156651,-29.0
156652,-28.0
156653,-30.0
156654,-42.0
156655,-24.0
156656,-23.0
156657,-29.0
156658,-23.0
156659,-41.0
156660,-26.0
156661,62.0
156662,132.0
156663,189.0
156664,41.0
156665,-104.0
156666,-131.0
156667,-86.0
156668,-43.0
156669,-34.0
156670,-32.0
156671,-28.0
156672,-21.0
156673,-23.0
156674,-21.0
156675,-19.0
156676,-18.0
156677,-18.0
156678,-17.0
156679,-15.0
156680,-15.0
156681,-13.0
156682,-10.0
156683,-9.0
156684,-3.0
156685,-7.0
156686,0.0
156687,7.0
156688,13.0
156689,14.0
156690,15.0
156691,26.0
156692,35.0
156693,36.0
156694,41.0
156695,45.0
156696,47.0
156697,56.0
156698,56.0
156699,54.0
156700,46.0
156701,42.0
156702,30.0
156703,20.0
156704,12.0
156705,4.0
156706,3.0
156707,-3.0
156708,-4.0
156709,-6.0
156710,-9.0
156711,-8.0
156712,-10.0
156713,-8.0
156714,-2.0
156715,-4.0
156716,-8.0
156717,-7.0
156718,-2.0
156719,-2.0
156720,-12.0
156721,1.0
156722,6.0
156723,6.0
156724,-1.0
156725,0.0
156726,3.0
156727,4.0
156728,13.0
156729,17.0
156730,26.0
156731,31.0
156732,32.0
156733,28.0
156734,21.0
156735,8.0
156736,1.0
156737,-8.0
156738,-18.0
156739,-20.0
156740,-28.0
156741,-20.0
156742,-21.0
156743,-17.0
156744,-24.0
156745,-30.0
156746,-26.0
156747,-17.0
156748,-21.0
156749,-29.0
156750,21.0
156751,109.0
156752,178.0
156753,167.0
156754,-31.0
156755,-109.0
156756,-93.0
156757,-51.0
156758,-28.0
156759,-25.0
156760,-23.0
156761,-24.0
156762,-19.0
156763,-18.0
156764,-18.0
156765,-10.0
156766,-9.0
156767,-10.0
156768,-6.0
156769,-4.0
156770,-1.0
156771,-3.0
156772,-1.0
156773,8.0
156774,10.0
156775,12.0
156776,14.0
156777,19.0
156778,21.0
156779,25.0
156780,32.0
156781,32.0
156782,39.0
156783,36.0
156784,53.0
156785,52.0
156786,52.0
156787,57.0
156788,52.0
156789,52.0
156790,43.0
156791,37.0
156792,28.0
156793,17.0
156794,10.0
156795,-7.0
156796,-2.0
156797,2.0
156798,4.0
156799,1.0
156800,2.0
156801,1.0
156802,0.0
156803,-2.0
156804,-6.0
156805,0.0
156806,-1.0
156807,-3.0
156808,-1.0
156809,-3.0
156810,-3.0
156811,-1.0
156812,2.0
156813,0.0
156814,-1.0
156815,3.0
156816,14.0
156817,17.0
156818,24.0
156819,31.0
156820,32.0
156821,28.0
156822,24.0
156823,13.0
156824,-8.0
156825,-3.0
156826,-8.0
156827,-19.0
156828,-21.0
156829,-26.0
156830,-25.0
156831,-28.0
156832,-19.0
156833,-21.0
156834,-24.0
156835,-25.0
156836,-23.0
156837,-30.0
156838,-17.0
156839,62.0
156840,148.0
156841,178.0
156842,56.0
156843,-95.0
156844,-117.0
156845,-73.0
156846,-37.0
156847,-29.0
156848,-25.0
156849,-24.0
156850,-19.0
156851,-21.0
156852,-18.0
156853,-18.0
156854,-21.0
156855,-17.0
156856,-20.0
156857,-17.0
156858,-18.0
156859,-10.0
156860,-7.0
156861,-3.0
156862,-4.0
156863,-3.0
156864,-3.0
156865,2.0
156866,14.0
156867,15.0
156868,21.0
156869,25.0
156870,29.0
156871,30.0
156872,36.0
156873,54.0
156874,53.0
156875,56.0
156876,51.0
156877,54.0
156878,46.0
156879,34.0
156880,21.0
156881,9.0
156882,6.0
156883,0.0
156884,-9.0
156885,-15.0
156886,-17.0
156887,-20.0
156888,-18.0
156889,-14.0
156890,-12.0
156891,-14.0
156892,-9.0
156893,-17.0
156894,-10.0
156895,-14.0
156896,-9.0
156897,-14.0
156898,-6.0
156899,-1.0
156900,-8.0
156901,-7.0
156902,-2.0
156903,7.0
156904,6.0
156905,21.0
156906,23.0
156907,24.0
156908,21.0
156909,15.0
156910,2.0
156911,-4.0
156912,-10.0
156913,-17.0
156914,-21.0
156915,-26.0
156916,-29.0
156917,-25.0
156918,-28.0
156919,-29.0
156920,-28.0
156921,-28.0
156922,-26.0
156923,-28.0
156924,-40.0
156925,-15.0
156926,106.0
156927,187.0
156928,230.0
156929,20.0
156930,-109.0
156931,-111.0
156932,-68.0
156933,-36.0
156934,-31.0
156935,-32.0
156936,-26.0
156937,-21.0
156938,-25.0
156939,-21.0
156940,-19.0
156941,-19.0
156942,-18.0
156943,-17.0
156944,-14.0
156945,-13.0
156946,-13.0
156947,-10.0
156948,-9.0
156949,-4.0
156950,0.0
156951,2.0
156952,4.0
156953,7.0
156954,4.0
156955,15.0
156956,36.0
156957,45.0
156958,46.0
156959,46.0
156960,56.0
156961,57.0
156962,62.0
156963,61.0
156964,62.0
156965,47.0
156966,40.0
156967,24.0
156968,13.0
156969,7.0
156970,1.0
156971,-3.0
156972,-8.0
156973,-12.0
156974,-13.0
156975,-8.0
156976,-10.0
156977,-9.0
156978,-13.0
156979,-15.0
156980,-15.0
156981,-3.0
156982,-6.0
156983,-4.0
156984,-4.0
156985,-6.0
156986,-10.0
156987,0.0
156988,1.0
156989,4.0
156990,9.0
156991,13.0
156992,17.0
156993,30.0
156994,29.0
156995,28.0
156996,20.0
156997,10.0
156998,-2.0
156999,-8.0
157000,-18.0
157001,-19.0
157002,-20.0
157003,-23.0
157004,-26.0
157005,-31.0
157006,-24.0
157007,-29.0
157008,-26.0
157009,-32.0
157010,-19.0
157011,-43.0
157012,-9.0
157013,92.0
157014,178.0
157015,220.0
157016,19.0
157017,-126.0
157018,-118.0
157019,-63.0
157020,-34.0
157021,-25.0
157022,-25.0
157023,-23.0
157024,-24.0
157025,-19.0
157026,-18.0
157027,-19.0
157028,-18.0
157029,-15.0
157030,-17.0
157031,-10.0
157032,-7.0
157033,-7.0
157034,-2.0
157035,-3.0
157036,-2.0
157037,0.0
157038,7.0
157039,10.0
157040,15.0
157041,21.0
157042,29.0
157043,29.0
157044,42.0
157045,51.0
157046,51.0
157047,59.0
157048,61.0
157049,70.0
157050,63.0
157051,63.0
157052,50.0
157053,40.0
157054,32.0
157055,7.0
157056,0.0
157057,-8.0
157058,-7.0
157059,-12.0
157060,-10.0
157061,-13.0
157062,-15.0
157063,-14.0
157064,-14.0
157065,-10.0
157066,-15.0
157067,-13.0
157068,-9.0
157069,-6.0
157070,-7.0
157071,-4.0
157072,-9.0
157073,-10.0
157074,-6.0
157075,-8.0
157076,1.0
157077,8.0
157078,10.0
157079,12.0
157080,21.0
157081,19.0
157082,18.0
157083,21.0
157084,3.0
157085,-4.0
157086,-18.0
157087,-18.0
157088,-28.0
157089,-32.0
157090,-28.0
157091,-41.0
157092,-19.0
157093,-32.0
157094,-37.0
157095,-30.0
157096,-35.0
157097,-30.0
157098,-46.0
157099,0.0
157100,89.0
157101,208.0
157102,276.0
157103,80.0
157104,-123.0
157105,-145.0
157106,-100.0
157107,-61.0
157108,-41.0
157109,-41.0
157110,-39.0
157111,-31.0
157112,-25.0
157113,-20.0
157114,-29.0
157115,-30.0
157116,-19.0
157117,-35.0
157118,-24.0
157119,-12.0
157120,-17.0
157121,-15.0
157122,-9.0
157123,-23.0
157124,-10.0
157125,-2.0
157126,10.0
157127,19.0
157128,18.0
157129,29.0
157130,39.0
157131,43.0
157132,51.0
157133,73.0
157134,67.0
157135,75.0
157136,74.0
157137,71.0
157138,58.0
157139,39.0
157140,32.0
157141,-4.0
157142,-7.0
157143,6.0
157144,-3.0
157145,-10.0
157146,-15.0
157147,-34.0
157148,-28.0
157149,-31.0
157150,-31.0
157151,-20.0
157152,-23.0
157153,-13.0
157154,-10.0
157155,-23.0
157156,-17.0
157157,-15.0
157158,-3.0
157159,-8.0
157160,-74.0
157161,-85.0
157162,-20.0
157163,9.0
157164,81.0
157165,112.0
157166,92.0
157167,74.0
157168,53.0
157169,32.0
157170,14.0
157171,-6.0
157172,-12.0
157173,-26.0
157174,-37.0
157175,-28.0
157176,-31.0
157177,-39.0
157178,-37.0
157179,-39.0
157180,-39.0
157181,-39.0
157182,-34.0
157183,-47.0
157184,-17.0
157185,93.0
157186,223.0
157187,236.0
157188,25.0
157189,-134.0
157190,-135.0
157191,-86.0
157192,-52.0
157193,-41.0
157194,-41.0
157195,-48.0
157196,-42.0
157197,-35.0
157198,-34.0
157199,-39.0
157200,-28.0
157201,-21.0
157202,-20.0
157203,-23.0
157204,-21.0
157205,-17.0
157206,-28.0
157207,-21.0
157208,-13.0
157209,-4.0
157210,0.0
157211,9.0
157212,15.0
157213,19.0
157214,30.0
157215,23.0
157216,35.0
157217,43.0
157218,52.0
157219,47.0
157220,56.0
157221,59.0
157222,54.0
157223,54.0
157224,46.0
157225,29.0
157226,10.0
157227,-1.0
157228,0.0
157229,-10.0
157230,-8.0
157231,-8.0
157232,-14.0
157233,-14.0
157234,-18.0
157235,-17.0
157236,-21.0
157237,-17.0
157238,-14.0
157239,-15.0
157240,-15.0
157241,-15.0
157242,-18.0
157243,-18.0
157244,-10.0
157245,-8.0
157246,-7.0
157247,-8.0
157248,-9.0
157249,-13.0
157250,-13.0
157251,-8.0
157252,-14.0
157253,-9.0
157254,-4.0
157255,-4.0
157256,10.0
157257,17.0
157258,32.0
157259,30.0
157260,30.0
157261,20.0
157262,1.0
157263,-12.0
157264,-26.0
157265,-24.0
157266,-30.0
157267,-29.0
157268,-24.0
157269,-24.0
157270,-28.0
157271,-30.0
157272,-25.0
157273,-30.0
157274,-24.0
157275,-35.0
157276,-37.0
157277,48.0
157278,161.0
157279,283.0
157280,183.0
157281,-80.0
157282,-156.0
157283,-111.0
157284,-62.0
157285,-48.0
157286,-30.0
157287,-34.0
157288,-31.0
157289,-28.0
157290,-30.0
157291,-32.0
157292,-34.0
157293,-14.0
157294,-19.0
157295,-13.0
157296,-15.0
157297,-14.0
157298,-17.0
157299,-12.0
157300,-4.0
157301,-7.0
157302,-2.0
157303,1.0
157304,7.0
157305,13.0
157306,21.0
157307,30.0
157308,36.0
157309,43.0
157310,51.0
157311,57.0
157312,62.0
157313,68.0
157314,71.0
157315,64.0
157316,52.0
157317,43.0
157318,35.0
157319,23.0
157320,10.0
157321,1.0
157322,-2.0
157323,-3.0
157324,-8.0
157325,-14.0
157326,-13.0
157327,-8.0
157328,-10.0
157329,-12.0
157330,-12.0
157331,-8.0
157332,-12.0
157333,-9.0
157334,-9.0
157335,-9.0
157336,-8.0
157337,-12.0
157338,-6.0
157339,-9.0
157340,-6.0
157341,-8.0
157342,-4.0
157343,-9.0
157344,-8.0
157345,-8.0
157346,-12.0
157347,-6.0
157348,-8.0
157349,-1.0
157350,7.0
157351,6.0
157352,13.0
157353,21.0
157354,30.0
157355,29.0
157356,30.0
157357,15.0
157358,-1.0
157359,-19.0
157360,-23.0
157361,-18.0
157362,-21.0
157363,-20.0
157364,-24.0
157365,-23.0
157366,-32.0
157367,-24.0
157368,-24.0
157369,-26.0
157370,-29.0
157371,-40.0
157372,-12.0
157373,96.0
157374,222.0
157375,262.0
157376,76.0
157377,-128.0
157378,-126.0
157379,-78.0
157380,-43.0
157381,-35.0
157382,-32.0
157383,-28.0
157384,-23.0
157385,-31.0
157386,-25.0
157387,-19.0
157388,-13.0
157389,-10.0
157390,-24.0
157391,-25.0
157392,-12.0
157393,-2.0
157394,-6.0
157395,-4.0
157396,-7.0
157397,2.0
157398,-2.0
157399,7.0
157400,17.0
157401,18.0
157402,23.0
157403,28.0
157404,42.0
157405,56.0
157406,61.0
157407,61.0
157408,65.0
157409,68.0
157410,69.0
157411,65.0
157412,53.0
157413,47.0
157414,39.0
157415,24.0
157416,12.0
157417,4.0
157418,-1.0
157419,-8.0
157420,-9.0
157421,-8.0
157422,-10.0
157423,-15.0
157424,-10.0
157425,-8.0
157426,-10.0
157427,-7.0
157428,-10.0
157429,-13.0
157430,-13.0
157431,-9.0
157432,-6.0
157433,-2.0
157434,-1.0
157435,-12.0
157436,-4.0
157437,-13.0
157438,-10.0
