,0
39214,-4.0
39215,-8.0
39216,-6.0
39217,-9.0
39218,-8.0
39219,-10.0
39220,-8.0
39221,-8.0
39222,-9.0
39223,-5.0
39224,-5.0
39225,-4.0
39226,-9.0
39227,-8.0
39228,-8.0
39229,-10.0
39230,-7.0
39231,-8.0
39232,-11.0
39233,-9.0
39234,-10.0
39235,-9.0
39236,-9.0
39237,-8.0
39238,-10.0
39239,-12.0
39240,-9.0
39241,-6.0
39242,1.0
39243,2.0
39244,7.0
39245,4.0
39246,2.0
39247,-2.0
39248,-7.0
39249,-7.0
39250,-8.0
39251,-9.0
39252,-5.0
39253,-11.0
39254,-10.0
39255,-12.0
39256,-16.0
39257,-8.0
39258,-1.0
39259,12.0
39260,18.0
39261,24.0
39262,-9.0
39263,-115.0
39264,-129.0
39265,-92.0
39266,-46.0
39267,-25.0
39268,-22.0
39269,-18.0
39270,-13.0
39271,-14.0
39272,-11.0
39273,-11.0
39274,-14.0
39275,-11.0
39276,-15.0
39277,-12.0
39278,-11.0
39279,-12.0
39280,-9.0
39281,-14.0
39282,-13.0
39283,-12.0
39284,-10.0
39285,-11.0
39286,-7.0
39287,-8.0
39288,-6.0
39289,-9.0
39290,-7.0
39291,-5.0
39292,-4.0
39293,-4.0
39294,-11.0
39295,-13.0
39296,-11.0
39297,-9.0
39298,-9.0
39299,-10.0
39300,-3.0
39301,-2.0
39302,-1.0
39303,-1.0
39304,0.0
39305,-2.0
39306,0.0
39307,-2.0
39308,0.0
39309,0.0
39310,0.0
39311,0.0
39312,0.0
39313,-4.0
39314,0.0
39315,0.0
39316,0.0
39317,0.0
39318,-3.0
39319,-3.0
39320,-4.0
39321,-4.0
39322,-2.0
39323,-1.0
39324,-2.0
39325,-3.0
39326,-7.0
39327,-2.0
39328,-4.0
39329,0.0
39330,-2.0
39331,-4.0
39332,-3.0
39333,-3.0
39334,-1.0
39335,-6.0
39336,-5.0
39337,-4.0
39338,-3.0
39339,0.0
39340,-6.0
39341,-2.0
39342,-2.0
39343,-2.0
39344,-6.0
39345,-6.0
39346,-8.0
39347,-1.0
39348,3.0
39349,5.0
39350,6.0
39351,10.0
39352,8.0
39353,4.0
39354,-1.0
39355,-4.0
39356,-9.0
39357,-9.0
39358,-12.0
39359,-13.0
39360,-14.0
39361,-13.0
39362,-14.0
39363,-15.0
39364,-5.0
39365,5.0
39366,24.0
39367,38.0
39368,56.0
39369,-20.0
39370,-121.0
39371,-122.0
39372,-83.0
39373,-40.0
39374,-21.0
39375,-18.0
39376,-20.0
39377,-14.0
39378,-11.0
39379,-9.0
39380,-11.0
39381,-11.0
39382,-10.0
39383,-11.0
39384,-13.0
39385,-14.0
39386,-12.0
39387,-11.0
39388,-13.0
39389,-13.0
39390,-14.0
39391,-14.0
39392,-14.0
39393,-13.0
39394,-17.0
39395,-15.0
39396,-16.0
39397,-15.0
39398,-18.0
39399,-21.0
39400,-24.0
39401,-22.0
39402,-20.0
39403,-22.0
39404,-18.0
39405,-18.0
39406,-13.0
39407,-17.0
39408,-13.0
39409,-11.0
39410,-12.0
39411,-12.0
39412,-11.0
39413,-11.0
39414,-7.0
39415,-11.0
39416,-9.0
39417,-10.0
39418,-8.0
39419,-8.0
39420,-11.0
39421,-8.0
39422,-10.0
39423,-11.0
39424,-8.0
39425,-8.0
39426,-10.0
39427,-15.0
39428,-12.0
39429,-12.0
39430,-12.0
39431,-15.0
39432,-13.0
39433,-15.0
39434,-15.0
39435,-13.0
39436,-17.0
39437,-19.0
39438,-13.0
39439,-15.0
39440,-16.0
39441,-15.0
39442,-18.0
39443,-18.0
39444,-14.0
39445,-17.0
39446,-16.0
39447,-14.0
39448,-12.0
39449,-13.0
39450,-16.0
39451,-14.0
39452,-17.0
39453,-14.0
39454,-12.0
39455,-11.0
39456,-12.0
39457,-11.0
39458,-13.0
39459,-10.0
39460,-13.0
39461,-8.0
39462,-9.0
39463,-11.0
39464,-10.0
39465,-12.0
39466,-10.0
39467,-8.0
39468,-15.0
39469,-13.0
39470,-12.0
39471,-10.0
39472,-1.0
39473,0.0
39474,0.0
39475,1.0
39476,2.0
39477,-1.0
39478,-7.0
39479,-10.0
39480,-8.0
39481,-10.0
39482,-14.0
39483,-14.0
39484,-16.0
39485,-20.0
39486,-18.0
39487,-17.0
39488,-13.0
39489,-4.0
39490,7.0
39491,20.0
39492,26.0
39493,31.0
39494,-55.0
39495,-127.0
39496,-117.0
39497,-74.0
39498,-36.0
39499,-21.0
39500,-19.0
39501,-14.0
39502,-11.0
39503,-11.0
39504,-10.0
39505,-10.0
39506,-9.0
39507,-8.0
39508,-8.0
39509,-7.0
39510,-7.0
39511,-8.0
39512,-7.0
39513,-8.0
39514,-7.0
39515,-9.0
39516,-9.0
39517,-9.0
39518,-8.0
39519,-8.0
39520,-9.0
39521,-11.0
39522,-11.0
39523,-13.0
39524,-11.0
39525,-9.0
39526,-14.0
39527,-15.0
39528,-12.0
39529,-14.0
39530,-9.0
39531,-9.0
39532,-16.0
39533,-11.0
39534,-11.0
39535,-13.0
39536,-10.0
39537,-13.0
39538,-12.0
39539,-12.0
39540,-13.0
39541,-12.0
39542,-11.0
39543,-12.0
39544,-14.0
39545,-13.0
39546,-11.0
39547,-15.0
39548,-8.0
39549,-12.0
39550,-11.0
39551,-10.0
39552,-10.0
39553,-12.0
39554,-11.0
39555,-16.0
39556,-12.0
39557,-16.0
39558,-16.0
39559,-14.0
39560,-19.0
39561,-18.0
39562,-17.0
39563,-17.0
39564,-17.0
39565,-15.0
39566,-12.0
39567,-13.0
39568,-17.0
39569,-17.0
39570,-14.0
39571,-17.0
39572,-13.0
39573,-17.0
39574,-15.0
39575,-18.0
39576,-12.0
39577,-13.0
39578,-17.0
39579,-15.0
39580,-12.0
39581,-13.0
39582,-15.0
39583,-17.0
39584,-11.0
39585,-10.0
39586,-11.0
39587,-13.0
39588,-12.0
39589,-13.0
39590,-9.0
39591,-9.0
39592,-11.0
39593,-12.0
39594,-8.0
39595,0.0
39596,3.0
39597,4.0
39598,4.0
39599,5.0
39600,2.0
39601,-4.0
39602,-7.0
39603,-5.0
39604,-4.0
39605,-6.0
39606,-4.0
39607,-8.0
39608,-8.0
39609,-9.0
39610,-12.0
39611,-9.0
39612,-2.0
39613,8.0
39614,20.0
39615,25.0
39616,19.0
39617,-94.0
39618,-125.0
39619,-101.0
39620,-52.0
39621,-23.0
39622,-15.0
39623,-13.0
39624,-11.0
39625,-9.0
39626,-9.0
39627,-8.0
39628,-6.0
39629,-4.0
39630,-8.0
39631,-9.0
39632,-7.0
39633,-5.0
39634,-8.0
39635,-7.0
39636,-6.0
39637,-7.0
39638,-4.0
39639,-6.0
39640,-4.0
39641,-2.0
39642,-4.0
39643,-3.0
39644,-6.0
39645,-9.0
39646,-10.0
39647,-9.0
39648,-12.0
39649,-10.0
39650,-11.0
39651,-12.0
39652,-17.0
39653,-12.0
39654,-11.0
39655,-12.0
39656,-12.0
39657,-10.0
39658,-6.0
39659,-10.0
39660,-11.0
39661,-11.0
39662,-10.0
39663,-9.0
39664,-10.0
39665,-10.0
39666,-12.0
39667,-11.0
39668,-12.0
39669,-12.0
39670,-10.0
39671,-11.0
39672,-10.0
39673,-8.0
39674,-10.0
39675,-13.0
39676,-9.0
39677,-13.0
39678,-11.0
39679,-11.0
39680,-75.0
39681,-79.0
39682,-67.0
39683,-76.0
39684,-72.0
39685,-62.0
39686,-72.0
39687,-65.0
39688,-36.0
39689,-11.0
39690,14.0
39691,-62.0
39692,-185.0
39693,-258.0
39694,-258.0
39695,-181.0
39696,-122.0
39697,-91.0
39698,-77.0
39699,-88.0
39700,-72.0
39701,-72.0
39702,-69.0
39703,-73.0
39704,-77.0
39705,-60.0
39706,-59.0
39707,-72.0
39708,-55.0
39709,-64.0
39710,-65.0
39711,-72.0
39712,-70.0
39713,-67.0
39714,-68.0
39715,-62.0
39716,-59.0
39717,-70.0
39718,-65.0
39719,-65.0
39720,-50.0
39721,-61.0
39722,-56.0
39723,-53.0
39724,-65.0
39725,-60.0
39726,-57.0
39727,-62.0
39728,-66.0
39729,-66.0
39730,-64.0
39731,-53.0
39732,-59.0
39733,-57.0
39734,-58.0
39735,-45.0
39736,-57.0
39737,-70.0
39738,-63.0
39739,-62.0
39740,-61.0
39741,-63.0
39742,-79.0
39743,-69.0
39744,-64.0
39745,-67.0
39746,-69.0
39747,-72.0
39748,-61.0
39749,-55.0
39750,-59.0
39751,-60.0
39752,-64.0
39753,-62.0
39754,-68.0
39755,-59.0
39756,-54.0
39757,-65.0
39758,-69.0
39759,-68.0
39760,-62.0
39761,-50.0
39762,-60.0
39763,-74.0
39764,-63.0
39765,-66.0
39766,-67.0
39767,-61.0
39768,-71.0
39769,-67.0
39770,-66.0
39771,-64.0
39772,-60.0
39773,-64.0
39774,-73.0
39775,-62.0
39776,-67.0
39777,-67.0
39778,-75.0
39779,-70.0
39780,-64.0
39781,-69.0
39782,-66.0
39783,-68.0
39784,-67.0
39785,-64.0
39786,-71.0
39787,-64.0
39788,-67.0
39789,-64.0
39790,-62.0
39791,-52.0
39792,-61.0
39793,-62.0
39794,-55.0
39795,-45.0
39796,-48.0
39797,-47.0
39798,-45.0
39799,-46.0
39800,-53.0
39801,-57.0
39802,-59.0
39803,-64.0
39804,-64.0
39805,-63.0
39806,-70.0
39807,-71.0
39808,-76.0
39809,-74.0
39810,-64.0
39811,-62.0
39812,-60.0
39813,-62.0
39814,-34.0
39815,-7.0
39816,39.0
39817,-4.0
39818,-116.0
39819,-209.0
39820,-241.0
39821,-174.0
39822,-123.0
39823,-80.0
39824,-75.0
39825,-67.0
39826,-66.0
39827,-57.0
39828,-56.0
39829,-65.0
39830,-54.0
39831,-60.0
39832,-62.0
39833,-63.0
39834,-56.0
39835,-46.0
39836,-56.0
39837,-52.0
39838,-47.0
39839,-53.0
39840,-56.0
39841,-43.0
39842,-46.0
39843,-51.0
39844,-54.0
39845,-49.0
39846,-42.0
39847,-39.0
39848,-39.0
39849,-41.0
39850,-40.0
39851,-29.0
39852,-38.0
39853,-37.0
39854,-38.0
39855,-43.0
39856,-37.0
39857,-25.0
39858,-18.0
39859,-27.0
39860,-19.0
39861,-7.0
39862,-14.0
39863,-14.0
39864,-17.0
39865,-22.0
39866,-17.0
39867,-23.0
39868,-37.0
39869,-42.0
39870,-45.0
39871,-45.0
39872,-44.0
39873,-56.0
39874,-70.0
39875,-45.0
39876,-48.0
39877,-34.0
39878,-42.0
39879,-51.0
39880,-53.0
39881,-67.0
39882,-64.0
39883,-53.0
39884,-49.0
39885,-37.0
39886,-51.0
39887,-12.0
39888,-46.0
39889,-75.0
39890,-32.0
39891,-21.0
39892,40.0
39893,118.0
39894,-13.0
39895,-127.0
39896,-234.0
39897,-210.0
39898,-131.0
39899,-92.0
39900,-63.0
39901,-24.0
39902,-33.0
39903,-41.0
39904,-42.0
39905,-33.0
39906,-31.0
39907,-27.0
39908,-25.0
39909,-5.0
39910,-17.0
39911,-31.0
39912,-6.0
39913,-24.0
39914,-50.0
39915,-48.0
39916,-39.0
39917,-40.0
39918,-49.0
39919,-44.0
39920,-63.0
39921,-52.0
39922,-41.0
39923,-44.0
39924,-56.0
39925,-42.0
39926,-38.0
39927,-57.0
39928,-52.0
39929,-34.0
39930,-34.0
39931,-59.0
39932,-54.0
39933,-44.0
39934,-40.0
39935,-41.0
39936,-36.0
39937,-42.0
39938,-36.0
39939,-47.0
39940,-46.0
39941,-44.0
39942,-28.0
39943,-19.0
39944,0.0
39945,52.0
39946,47.0
39947,-102.0
39948,-224.0
39949,-196.0
39950,-65.0
39951,-57.0
39952,-61.0
39953,-57.0
39954,-46.0
39955,-49.0
39956,-45.0
39957,-62.0
39958,-65.0
39959,-57.0
39960,-50.0
39961,-46.0
39962,-40.0
39963,-39.0
39964,-69.0
39965,-57.0
39966,-46.0
39967,-38.0
39968,-47.0
39969,-43.0
39970,-52.0
39971,-37.0
39972,-35.0
39973,-31.0
39974,-34.0
39975,-38.0
39976,-40.0
39977,-29.0
39978,-19.0
39979,-24.0
39980,-23.0
39981,-32.0
39982,-6.0
39983,-5.0
39984,-8.0
39985,-9.0
39986,-22.0
39987,-13.0
39988,2.0
39989,3.0
39990,-46.0
39991,-26.0
39992,-19.0
39993,-30.0
39994,-43.0
39995,-27.0
39996,-34.0
39997,-41.0
39998,-25.0
39999,-28.0
40000,-27.0
40001,-27.0
40002,-40.0
40003,-38.0
40004,-38.0
40005,-38.0
40006,-42.0
40007,-38.0
40008,-30.0
40009,-32.0
40010,-32.0
40011,-32.0
40012,-27.0
40013,-21.0
40014,-21.0
40015,-21.0
40016,-13.0
40017,-4.0
40018,-2.0
40019,-12.0
40020,-9.0
40021,-16.0
40022,-23.0
40023,-6.0
40024,-19.0
40025,-9.0
40026,2.0
40027,35.0
40028,48.0
40029,-39.0
40030,-140.0
40031,-204.0
40032,-158.0
40033,-85.0
40034,-50.0
40035,-33.0
40036,-35.0
40037,-31.0
40038,-20.0
40039,-20.0
40040,-34.0
40041,-19.0
40042,-29.0
40043,-26.0
40044,-24.0
40045,-16.0
40046,-19.0
40047,-10.0
40048,-6.0
40049,-9.0
40050,-5.0
40051,7.0
40052,9.0
40053,20.0
40054,21.0
40055,17.0
40056,20.0
40057,17.0
40058,8.0
40059,4.0
40060,0.0
40061,-12.0
40062,-17.0
40063,-13.0
40064,-21.0
40065,-19.0
40066,-14.0
40067,3.0
40068,-6.0
40069,-6.0
40070,-7.0
40071,-4.0
40072,-2.0
40073,-8.0
40074,-4.0
40075,-3.0
40076,-6.0
40077,0.0
40078,-6.0
40079,-1.0
40080,6.0
40081,-5.0
40082,3.0
40083,-1.0
40084,8.0
40085,14.0
40086,18.0
40087,23.0
40088,23.0
40089,25.0
40090,34.0
40091,34.0
40092,39.0
40093,30.0
40094,28.0
40095,30.0
40096,28.0
40097,29.0
40098,13.0
40099,15.0
40100,6.0
40101,11.0
40102,13.0
40103,21.0
40104,6.0
40105,7.0
40106,15.0
40107,12.0
40108,10.0
40109,10.0
40110,15.0
40111,20.0
40112,10.0
40113,11.0
40114,12.0
40115,11.0
40116,17.0
40117,13.0
40118,15.0
40119,17.0
40120,22.0
40121,23.0
40122,26.0
40123,32.0
40124,43.0
40125,39.0
40126,40.0
40127,52.0
40128,51.0
40129,56.0
40130,55.0
40131,43.0
40132,42.0
40133,44.0
40134,46.0
40135,35.0
40136,29.0
40137,30.0
40138,35.0
40139,33.0
40140,29.0
40141,29.0
40142,29.0
40143,38.0
40144,35.0
40145,30.0
40146,27.0
40147,32.0
40148,24.0
40149,32.0
40150,29.0
40151,33.0
40152,32.0
40153,37.0
40154,36.0
40155,35.0
40156,42.0
40157,49.0
40158,58.0
40159,52.0
40160,47.0
40161,56.0
40162,64.0
40163,69.0
40164,69.0
40165,71.0
40166,92.0
40167,117.0
40168,146.0
40169,80.0
40170,-45.0
40171,-122.0
40172,-100.0
40173,-28.0
40174,12.0
40175,29.0
40176,34.0
40177,46.0
40178,49.0
40179,44.0
40180,46.0
40181,47.0
40182,56.0
40183,54.0
40184,45.0
40185,53.0
40186,62.0
40187,64.0
40188,61.0
40189,62.0
40190,62.0
40191,72.0
40192,82.0
40193,76.0
40194,78.0
40195,84.0
40196,92.0
40197,96.0
40198,99.0
40199,97.0
40200,93.0
40201,88.0
40202,83.0
40203,71.0
40204,66.0
40205,66.0
40206,63.0
40207,60.0
40208,58.0
40209,64.0
40210,66.0
40211,75.0
40212,75.0
40213,66.0
40214,68.0
40215,77.0
40216,73.0
40217,71.0
40218,68.0
40219,72.0
40220,74.0
40221,78.0
40222,74.0
40223,75.0
40224,79.0
40225,82.0
40226,89.0
40227,89.0
40228,81.0
40229,82.0
40230,86.0
40231,89.0
40232,87.0
40233,85.0
40234,85.0
40235,102.0
40236,109.0
40237,109.0
40238,109.0
40239,113.0
40240,116.0
40241,122.0
40242,111.0
40243,110.0
40244,110.0
40245,110.0
40246,107.0
40247,98.0
40248,92.0
40249,87.0
40250,91.0
40251,90.0
40252,91.0
40253,88.0
40254,89.0
40255,90.0
40256,92.0
40257,89.0
40258,92.0
40259,90.0
40260,96.0
40261,95.0
40262,92.0
40263,88.0
40264,90.0
40265,88.0
40266,90.0
40267,87.0
40268,88.0
40269,88.0
40270,90.0
40271,90.0
40272,93.0
40273,93.0
40274,95.0
40275,92.0
40276,100.0
40277,96.0
40278,114.0
40279,154.0
40280,196.0
40281,186.0
40282,82.0
40283,-11.0
40284,-53.0
40285,5.0
40286,71.0
40287,99.0
40288,114.0
40289,115.0
40290,115.0
40291,113.0
40292,113.0
40293,102.0
40294,101.0
40295,110.0
40296,104.0
40297,105.0
40298,98.0
40299,104.0
40300,103.0
40301,104.0
40302,107.0
40303,105.0
40304,106.0
40305,111.0
40306,114.0
40307,112.0
40308,111.0
40309,111.0
40310,113.0
40311,115.0
40312,111.0
40313,110.0
40314,108.0
40315,110.0
40316,112.0
40317,110.0
40318,110.0
40319,113.0
40320,115.0
40321,132.0
40322,130.0
40323,135.0
40324,137.0
40325,139.0
40326,148.0
40327,143.0
40328,140.0
40329,142.0
40330,140.0
40331,131.0
40332,130.0
40333,120.0
40334,117.0
40335,117.0
40336,110.0
40337,119.0
40338,114.0
40339,116.0
40340,117.0
40341,121.0
40342,123.0
40343,114.0
40344,117.0
40345,116.0
40346,119.0
40347,120.0
40348,120.0
40349,119.0
40350,115.0
40351,122.0
40352,127.0
40353,126.0
40354,120.0
40355,127.0
40356,129.0
40357,141.0
40358,146.0
40359,179.0
40360,210.0
40361,257.0
40362,168.0
40363,39.0
40364,-37.0
40365,10.0
40366,86.0
40367,129.0
40368,137.0
40369,139.0
40370,143.0
40371,143.0
40372,142.0
40373,134.0
40374,131.0
40375,131.0
40376,133.0
40377,137.0
40378,137.0
40379,135.0
40380,134.0
40381,142.0
40382,142.0
40383,142.0
40384,134.0
40385,137.0
40386,142.0
40387,140.0
40388,142.0
40389,144.0
40390,140.0
40391,144.0
40392,146.0
40393,145.0
40394,143.0
40395,145.0
40396,146.0
40397,154.0
40398,150.0
40399,149.0
40400,145.0
40401,153.0
40402,162.0
40403,168.0
40404,168.0
40405,162.0
40406,160.0
40407,154.0
40408,146.0
40409,139.0
40410,141.0
40411,139.0
40412,137.0
40413,133.0
40414,128.0
40415,116.0
40416,117.0
40417,112.0
40418,111.0
40419,107.0
40420,105.0
40421,108.0
40422,107.0
40423,107.0
40424,105.0
40425,106.0
40426,102.0
40427,105.0
40428,106.0
40429,111.0
40430,108.0
40431,113.0
40432,128.0
40433,164.0
40434,205.0
40435,206.0
40436,92.0
40437,-22.0
40438,-64.0
40439,0.0
40440,68.0
40441,106.0
40442,119.0
40443,130.0
40444,124.0
40445,118.0
40446,122.0
40447,124.0
40448,116.0
40449,107.0
40450,117.0
40451,115.0
40452,120.0
40453,118.0
40454,113.0
40455,116.0
40456,115.0
40457,126.0
40458,122.0
40459,114.0
40460,115.0
40461,124.0
40462,122.0
40463,116.0
40464,115.0
40465,113.0
40466,120.0
40467,117.0
40468,114.0
40469,110.0
40470,116.0
40471,123.0
40472,126.0
40473,124.0
40474,127.0
40475,119.0
40476,129.0
40477,124.0
40478,120.0
40479,113.0
40480,112.0
40481,115.0
40482,112.0
40483,117.0
40484,105.0
40485,109.0
40486,113.0
40487,105.0
40488,109.0
40489,111.0
40490,112.0
40491,114.0
40492,109.0
40493,108.0
40494,109.0
40495,114.0
40496,112.0
40497,106.0
40498,101.0
40499,107.0
40500,108.0
40501,114.0
40502,106.0
40503,104.0
40504,103.0
40505,113.0
40506,117.0
40507,113.0
40508,115.0
40509,116.0
40510,116.0
40511,120.0
40512,114.0
40513,115.0
40514,114.0
40515,130.0
40516,150.0
40517,188.0
40518,151.0
40519,36.0
40520,-60.0
40521,-88.0
40522,-2.0
40523,47.0
40524,75.0
40525,88.0
40526,85.0
40527,82.0
40528,87.0
40529,92.0
40530,98.0
40531,96.0
40532,88.0
40533,87.0
40534,92.0
40535,58.0
40536,10.0
40537,5.0
40538,0.0
40539,9.0
40540,9.0
40541,0.0
40542,4.0
40543,12.0
40544,16.0
40545,17.0
40546,11.0
40547,7.0
40548,3.0
40549,5.0
40550,-4.0
40551,-18.0
40552,-19.0
40553,-24.0
40554,-20.0
40555,-15.0
40556,-17.0
40557,-15.0
40558,-11.0
40559,-11.0
40560,-13.0
40561,-14.0
40562,-21.0
40563,-19.0
40564,-23.0
40565,-29.0
40566,-37.0
40567,-33.0
40568,-26.0
40569,-27.0
40570,-21.0
40571,-16.0
40572,-14.0
40573,-18.0
40574,-6.0
40575,-15.0
40576,-11.0
40577,-6.0
40578,0.0
40579,3.0
40580,-11.0
40581,-10.0
40582,-9.0
40583,-7.0
40584,-9.0
40585,-16.0
40586,-21.0
40587,-17.0
40588,-15.0
40589,-20.0
40590,-24.0
40591,-24.0
40592,-21.0
40593,-21.0
40594,-19.0
40595,-20.0
40596,-20.0
40597,-15.0
40598,-13.0
40599,-20.0
40600,-25.0
40601,-32.0
40602,-38.0
40603,-28.0
40604,-31.0
40605,-34.0
40606,-30.0
40607,-23.0
40608,-17.0
40609,-2.0
40610,24.0
40611,64.0
40612,44.0
40613,-71.0
40614,-183.0
40615,-217.0
40616,-131.0
40617,-70.0
40618,-43.0
40619,-37.0
40620,-37.0
40621,-29.0
40622,-26.0
40623,-32.0
40624,-36.0
40625,-29.0
40626,-33.0
40627,-29.0
40628,-34.0
40629,-33.0
40630,-36.0
40631,-26.0
40632,-24.0
40633,-24.0
40634,-21.0
40635,-18.0
40636,-4.0
40637,-12.0
40638,-9.0
40639,-8.0
40640,-11.0
40641,-11.0
40642,-11.0
40643,-19.0
40644,-16.0
40645,-14.0
40646,-14.0
40647,-27.0
40648,-30.0
40649,-30.0
40650,-26.0
40651,-23.0
40652,-29.0
40653,-32.0
40654,-31.0
40655,-28.0
40656,-29.0
40657,-38.0
40658,-39.0
40659,-39.0
40660,-34.0
40661,-39.0
40662,-34.0
40663,-38.0
40664,-37.0
40665,-32.0
40666,-34.0
40667,-37.0
40668,-40.0
40669,-52.0
40670,-45.0
40671,-43.0
40672,-45.0
40673,-46.0
40674,-49.0
40675,-40.0
40676,-54.0
40677,-64.0
40678,-61.0
40679,-60.0
40680,-60.0
40681,-62.0
40682,-64.0
40683,-88.0
40684,-92.0
40685,-89.0
40686,-90.0
40687,-88.0
40688,-94.0
40689,-94.0
40690,-93.0
40691,-96.0
40692,-99.0
40693,-104.0
40694,-103.0
40695,-104.0
40696,-102.0
40697,-105.0
40698,-104.0
40699,-79.0
40700,-53.0
40701,-22.0
40702,-18.0
40703,-118.0
40704,-238.0
40705,-294.0
40706,-239.0
40707,-178.0
40708,-127.0
40709,-105.0
40710,-88.0
40711,-99.0
40712,-102.0
40713,-104.0
40714,-101.0
40715,-93.0
40716,-99.0
40717,-103.0
40718,-101.0
40719,-105.0
40720,-107.0
40721,-113.0
40722,-109.0
40723,-115.0
40724,-113.0
40725,-112.0
40726,-121.0
40727,-172.0
40728,-284.0
40729,-298.0
40730,-302.0
40731,-300.0
40732,-299.0
40733,-302.0
40734,-298.0
40735,-300.0
40736,-303.0
40737,-300.0
40738,-301.0
40739,-296.0
40740,-292.0
40741,-288.0
40742,-287.0
40743,-283.0
40744,-275.0
40745,-275.0
40746,-272.0
40747,-276.0
40748,-270.0
40749,-269.0
40750,-271.0
40751,-277.0
40752,-273.0
40753,-273.0
40754,-276.0
40755,-275.0
40756,-279.0
40757,-281.0
40758,-278.0
40759,-280.0
40760,-277.0
40761,-280.0
40762,-275.0
40763,-275.0
40764,-269.0
40765,-279.0
40766,-282.0
40767,-277.0
40768,-275.0
40769,-280.0
40770,-276.0
40771,-277.0
40772,-277.0
40773,-272.0
40774,-270.0
40775,-268.0
40776,-270.0
40777,-268.0
40778,-260.0
40779,-220.0
40780,-179.0
40781,-148.0
40782,-232.0
40783,-341.0
40784,-397.0
40785,-375.0
40786,-317.0
40787,-269.0
40788,-244.0
40789,-241.0
40790,-244.0
40791,-250.0
40792,-246.0
40793,-243.0
40794,-246.0
40795,-251.0
40796,-251.0
40797,-254.0
40798,-245.0
40799,-244.0
40800,-250.0
40801,-251.0
40802,-248.0
40803,-245.0
40804,-238.0
40805,-239.0
40806,-244.0
40807,-242.0
40808,-237.0
40809,-240.0
40810,-232.0
40811,-227.0
40812,-238.0
40813,-242.0
40814,-232.0
40815,-227.0
40816,-238.0
40817,-229.0
40818,-221.0
40819,-228.0
40820,-222.0
40821,-220.0
40822,-215.0
40823,-212.0
40824,-208.0
40825,-206.0
40826,-218.0
40827,-219.0
40828,-213.0
40829,-207.0
40830,-221.0
40831,-229.0
40832,-227.0
40833,-229.0
40834,-227.0
40835,-226.0
40836,-222.0
40837,-223.0
40838,-219.0
40839,-217.0
40840,-220.0
40841,-220.0
40842,-223.0
40843,-222.0
40844,-217.0
40845,-220.0
40846,-218.0
40847,-216.0
40848,-221.0
40849,-213.0
40850,-214.0
40851,-210.0
40852,-216.0
40853,-217.0
40854,-213.0
40855,-205.0
40856,-200.0
40857,-207.0
40858,-201.0
40859,-193.0
40860,-194.0
40861,-197.0
40862,-195.0
40863,-190.0
40864,-177.0
40865,-184.0
40866,-182.0
40867,-185.0
40868,-191.0
40869,-188.0
40870,-173.0
40871,-148.0
40872,-126.0
40873,-106.0
40874,-187.0
40875,-301.0
40876,-354.0
40877,-342.0
40878,-279.0
40879,-234.0
40880,-214.0
40881,-209.0
40882,-202.0
40883,-208.0
40884,-205.0
40885,-203.0
40886,-205.0
40887,-208.0
40888,-209.0
40889,-206.0
40890,-202.0
40891,-206.0
40892,-205.0
40893,-208.0
40894,-201.0
40895,-189.0
40896,-198.0
40897,-191.0
40898,-192.0
40899,-181.0
40900,-179.0
40901,-169.0
40902,-163.0
40903,-160.0
40904,-149.0
40905,-163.0
40906,-168.0
40907,-167.0
40908,-169.0
40909,-174.0
40910,-178.0
40911,-176.0
40912,-180.0
40913,-176.0
40914,-182.0
40915,-170.0
40916,-179.0
40917,-178.0
40918,-176.0
40919,-170.0
40920,-173.0
40921,-170.0
40922,-174.0
40923,-176.0
40924,-174.0
40925,-169.0
40926,-170.0
40927,-169.0
40928,-166.0
40929,-167.0
40930,-162.0
40931,-163.0
40932,-164.0
40933,-167.0
40934,-158.0
40935,-151.0
40936,-149.0
40937,-148.0
40938,-148.0
40939,-146.0
40940,-139.0
40941,-127.0
40942,-103.0
40943,-53.0
40944,-42.0
40945,-156.0
40946,-266.0
40947,-324.0
40948,-267.0
40949,-207.0
40950,-164.0
40951,-156.0
40952,-157.0
40953,-152.0
40954,-154.0
40955,-144.0
40956,-149.0
40957,-150.0
40958,-148.0
40959,-145.0
40960,213.0
40961,224.0
40962,241.0
40963,249.0
40964,243.0
40965,241.0
40966,215.0
40967,182.0
40968,149.0
40969,113.0
40970,84.0
40971,51.0
40972,46.0
40973,22.0
40974,10.0
40975,5.0
40976,-5.0
40977,-6.0
40978,-15.0
40979,-10.0
40980,-15.0
40981,-17.0
40982,-15.0
40983,-10.0
40984,-15.0
40985,-12.0
40986,-5.0
40987,-5.0
40988,-3.0
40989,1.0
40990,12.0
40991,8.0
40992,8.0
40993,13.0
40994,13.0
40995,17.0
40996,10.0
40997,13.0
40998,13.0
40999,15.0
41000,5.0
41001,-3.0
41002,10.0
41003,20.0
41004,-12.0
41005,-24.0
41006,0.0
41007,-17.0
41008,-13.0
41009,-24.0
41010,6.0
41011,-3.0
41012,-17.0
41013,0.0
41014,-27.0
41015,-8.0
41016,-6.0
41017,-10.0
41018,-5.0
41019,-8.0
41020,-10.0
41021,-6.0
41022,-15.0
41023,-17.0
41024,-5.0
41025,-17.0
41026,-13.0
41027,-22.0
41028,-24.0
41029,-18.0
41030,-20.0
41031,-22.0
41032,-53.0
41033,-112.0
